statement,label,statement_rephrased
It is the case either that the rabbit is a amphibian or that it is a mammal.,1,"The rabbit can be definitively classified into one of two separate and distinct biological categories, namely, it falls either within the classification of amphibians, which comprise a group of cold-blooded animals, or alternatively, it is rightfully categorized as a mammal, which is a group of warm-blooded animals characterized by the presence of hair or fur and the production of milk to feed their young."
It is the case either that the swan is a cnidarian or that it is a reptile.,0,"The swan is accurately categorized as belonging to one of two separate and distinct biological groups, namely, it is either classified as a type of cnidarian, which encompasses a variety of aquatic animals, or alternatively, it is classified as a type of reptile, which comprises a diverse range of cold-blooded species."
It is the case either that the wolverine is a cnidarian or that it is a mammal.,1,"The wolverine can be definitively classified into one of two separate and distinct biological categories, namely, it is either a member of the phylum known as cnidarians, which encompasses a variety of marine invertebrate animals, or alternatively, it belongs to the class of warm-blooded vertebrates known as mammals."
It is the case either that the hyena is a bird or that it is a mammal.,0,"The hyena is definitively categorized as belonging to one of two specific biological groups, namely, it is either accurately classified as a member of the avian species, commonly referred to as birds, or alternatively, it is properly designated as a member of the class of warm-blooded animals known as mammals."
It is the case either that the goldfish is a bird or that it is a mammal.,0,"The goldfish is accurately categorized as belonging to one of two specific groups within the vast and diverse array of animal classifications, namely, it is either rightfully classified as a member of the avian family, commonly referred to as birds, or alternatively, it is properly designated as a member of the mammalian class, which comprises a wide range of warm-blooded animals."
It is the case either that the dog is a reptile or that it is a mammal.,1,"The dog is accurately categorized as belonging to one of two specific biological groups, namely, it is either classified as a reptile, characterized by its cold-blooded metabolism and scaly skin, or alternatively, it is classified as a mammal, distinguished by its warm-blooded nature and hair-covered body."
It is the case either that the jellyfish is a cnidarian or that it is a reptile.,1,"The jellyfish is unequivocally categorized within one of two separate and distinct biological groups, namely, it is classified either as a member of the phylum known as cnidarians, which comprises a diverse range of marine animals, or alternatively, it is classified as a member of the group commonly referred to as reptiles, which encompasses a variety of cold-blooded vertebrates."
It is the case either that the manta ray is a mammal or that it is a reptile.,0,"The manta ray is categorized within one of two separate and distinct biological groups, namely, it is classified either as a member of the mammalian class of animals or as a member of the reptilian class of animals."
It is the case either that the leopard is a bird or that it is a mammal.,1,"The leopard is accurately categorized as belonging to one of two separate and distinct biological groups, namely, it is either classified as a member of the avian species, commonly referred to as birds, or alternatively, it is classified as a member of the warm-blooded vertebrates, specifically identified as mammals."
It is the case either that the mongoose is a mollusk or that it is a bird.,0,"The mongoose is accurately categorized as belonging to one of two separate and distinct biological groups, namely, it is either classified as a member of the mollusk family, which encompasses a wide range of invertebrate animals, or alternatively, it is classified as a member of the avian family, commonly referred to as birds."
It is the case either that the aardvark is a mammal or that it is a fish.,1,"The aardvark can be definitively categorized as belonging to one of two separate and distinct biological groups, namely, it is either accurately classified as a mammal, characterized by its warm-bloodedness and other mammalian traits, or alternatively, it is classified as a fish, possessing the characteristic features that define this particular class of aquatic animals."
It is the case either that the gazelle is a reptile or that it is a mollusk.,0,"The gazelle can be definitively categorized as belonging to one of two specific biological groups, namely, it is either accurately classified as a reptile, characterized by its cold-blooded nature and scaly skin, or alternatively, it is properly identified as a mollusk, distinguished by its distinct physical characteristics and membership within the mollusk phylum."
It is the case either that the hummingbird is a fish or that it is a bird.,1,"The hummingbird can be definitively classified into one of two separate and distinct biological categories, namely, it is either accurately categorized as a type of fish, which comprises a vast array of aquatic species, or alternatively, it is rightfully designated as a type of bird, which encompasses a wide range of avian species."
It is the case either that the cassowary is a bird or that it is a mammal.,1,"The cassowary is unequivocally categorized as belonging to one of two specific biological groups, namely, it is accurately classified either within the distinct category of birds, which comprises a wide range of avian species, or alternatively within the category of mammals, which encompasses a diverse array of warm-blooded creatures."
It is the case either that the ostrich is a bird or that it is a mammal.,1,"The ostrich is unequivocally categorized as belonging to one of two specific biological groups, namely, it is classified either within the class of animals known as birds, which comprises various species of avian creatures, or within the class of animals known as mammals, which encompasses a diverse range of warm-blooded species."
It is the case either that the zebra is a fish or that it is a mammal.,0,"The zebra is unequivocally classified within one of two separate and distinct biological categories, namely, it is either accurately defined as a member of the group commonly referred to as fish, or alternatively, it is correctly identified as belonging to the group of animals known as mammals."
It is the case either that the raccoon is a mammal or that it is a mollusk.,0,"The raccoon is definitively categorized as belonging to one of two separate and distinct biological groups, namely, it is either properly classified as a mammal, characterized by the presence of certain defining characteristics, or alternatively, it is classified as a mollusk, which would imply a fundamentally different set of biological attributes."
It is the case either that the bison is a crustacean or that it is a mammal.,1,"The bison is accurately categorized as belonging to one of two separate and distinct biological groups, namely, it is either classified as a crustacean, which encompasses a wide range of aquatic and terrestrial animals with a specific type of exoskeleton, or alternatively, it is classified as a mammal, which is a group characterized by the presence of hair, the production of milk for offspring, and other unique characteristics."
It is the case either that the goat is a reptile or that it is a mammal.,1,"The goat can be definitively classified into one of two separate and distinct biological categories, namely, it is either accurately categorized as a reptile, which comprises a specific group of cold-blooded animals, or alternatively, it is correctly identified as a mammal, which is a distinct group of warm-blooded animals."
It is the case either that the iguana is a reptile or that it is a mammal.,1,"The iguana is definitively categorized as belonging to one of two specific biological groups, namely, it is accurately classified either within the distinct category of reptiles, which comprises a particular set of animals with characteristic scaly skin and cold-blooded metabolisms, or alternatively, it is classified within the category of mammals, which is defined by a unique set of characteristics, including the presence of hair or fur and the ability to produce milk for offspring."
It is the case either that the squirrel is a bird or that it is a mammal.,0,"The squirrel is accurately categorized as belonging to one of two specific groups within the animal kingdom, namely, it is either classified as a member of the avian family, commonly referred to as birds, or alternatively, it is classified as a member of the warm-blooded vertebrate group, commonly known as mammals."
It is the case either that the peacock is a bird or that it is a mammal.,0,"The peacock is unequivocally classified within one of two specific biological groups, namely, it is accurately identified either as a member of the avian species, commonly referred to as birds, or alternatively, it is categorized as a member of the class of warm-blooded animals known as mammals."
It is the case either that the llama is a mammal or that it is a bird.,1,"The llama is definitively categorized as belonging to one of two separate and distinct biological groups, namely, it is either accurately classified as a mammal, characterized by the presence of certain defining characteristics, or alternatively, it is classified as a bird, distinguished by its own unique set of traits and features."
It is the case either that the axolotl is a amphibian or that it is a mollusk.,1,"The axolotl is definitively categorized as belonging to one of two specific biological groups, namely, it is accurately classified either as a type of amphibian, which encompasses a broad range of aquatic and terrestrial creatures, or alternatively, it is classified as a type of mollusk, which comprises a diverse array of invertebrate animals."
It is the case either that the camel is a mammal or that it is a reptile.,1,"The camel is definitively categorized as belonging to one of two separate and distinct biological groups, namely, it is either accurately classified as a mammal, characterized by the presence of certain distinctive characteristics, or alternatively, it is classified as a reptile, possessing a unique set of traits that differentiate it from other animal classes."
It is the case either that the walrus is a mollusk or that it is a mammal.,1,"The walrus is accurately categorized as belonging to one of two specific biological groups, namely, it is either classified as a member of the mollusk family, which encompasses a wide range of invertebrate animals, or alternatively, it is classified as a member of the mammal family, which comprises a diverse group of warm-blooded vertebrate animals."
It is the case either that the frog is a bird or that it is a fish.,0,"The frog is accurately categorized as belonging to one of two specific groups within the vast and diverse array of animal species, namely, it is either classified as a type of bird, which comprises a wide range of warm-blooded, egg-laying, and feathered creatures, or alternatively, it is classified as a type of fish, which encompasses a broad variety of cold-blooded, aquatic, and gill-breathing organisms."
It is the case either that the goldfish is a fish or that it is a reptile.,1,"The goldfish is unequivocally classified within one of two separate and distinct biological groups, namely, it is either accurately categorized as a type of fish, which is a common classification for this particular creature, or alternatively, it falls under the classification of reptiles, which encompasses a wide range of scaly, cold-blooded animals."
It is the case either that the koala is a mammal or that it is a fish.,0,"The koala is definitively categorized as belonging to one of two separate and distinct biological groups, namely, it is either accurately classified as a mammal, characterized by the typical traits and characteristics of mammals, or alternatively, it is classified as a fish, possessing the defining features and attributes commonly associated with fish."
It is the case either that the camel is a bird or that it is a mammal.,1,"The camel is accurately categorized as belonging to one of two specific biological groups, namely, it is either classified as a member of the avian species, commonly referred to as birds, or alternatively, it is classified as a member of the warm-blooded vertebrates, which are collectively known as mammals."
It is the case either that the hedgehog is a mammal or that it is a reptile.,1,"The hedgehog is definitively categorized as belonging to one of two specific biological groups, namely, it is accurately classified either as a mammal, which comprises a particular class of warm-blooded animals, or alternatively, it is classified as a reptile, which encompasses a distinct class of cold-blooded animals."
It is the case either that the flamingo is a bird or that it is a mammal.,1,"The flamingo is accurately categorized as belonging to one of two specific biological groups, namely, it is either classified as a member of the avian species, commonly referred to as birds, or alternatively, it is classified as a member of the warm-blooded vertebrates, commonly known as mammals."
It is the case either that the beaver is a mammal or that it is a fish.,1,"The beaver is accurately categorized as belonging to one of two separate and distinct biological groups, namely, it is either classified as a mammal, which is a specific class of warm-blooded animals, or it is alternatively classified as a fish, which is a class of aquatic animals characterized by their gills and scales."
It is the case either that the flamingo is a mammal or that it is a bird.,0,"The flamingo can be definitively categorized as belonging to one of two specific biological groups, namely, it is either accurately classified as a mammal, characterized by the distinctive traits of this class, or alternatively, it is correctly identified as a bird, possessing the unique characteristics that define this particular class of animals."
It is the case either that the peacock is a mammal or that it is a bird.,0,"The peacock is unequivocally classified within one of two specific biological categories, namely, it is either accurately designated as a member of the mammalian group or, alternatively, it is rightly categorized as a species of bird, with its characteristics and traits aligning with one of these two distinct classifications."
It is the case either that the cassowary is a mammal or that it is a reptile.,0,"The cassowary can be definitively classified into one of two separate and distinct biological groups, namely, it is either accurately categorized as a member of the class of animals known as mammals or, alternatively, it is properly identified as a member of the class of animals known as reptiles."
It is the case either that the moose is a bird or that it is a mammal.,1,"The moose is accurately categorized as belonging to one of two specific biological groups, namely, it is either classified as a member of the avian species, commonly referred to as birds, or alternatively, it is classified as a member of the biological class known as mammals."
It is the case either that the dolphin is a mammal or that it is a crustacean.,0,"The dolphin is accurately categorized as belonging to one of two separate and distinct biological groups, namely, it is classified either as a member of the mammalian class, which comprises warm-blooded animals that give birth to live young, or alternatively, as a member of the crustacean class, which comprises a diverse range of animals that possess a hard external shell and multiple limbs."
It is the case either that the cassowary is a mammal or that it is a crustacean.,0,"The cassowary can be definitively classified into one of two separate and distinct biological groups, namely, it falls under the category of mammals, which comprise a wide range of warm-blooded animals, or alternatively, it is a member of the crustaceans, a group that encompasses a diverse array of animals with hardened external shells."
It is the case either that the tortoise is a cnidarian or that it is a mammal.,0,"The tortoise is definitively categorized as belonging to one of two particular groups within the vast and diverse array of animal classifications, namely, it is either accurately classified as a member of the phylum known as cnidarians or, alternatively, it is rightfully designated as a member of the class of animals known as mammals."
It is the case either that the gecko is a crustacean or that it is a fish.,0,"The gecko is accurately categorized as belonging to one of two separate and distinct biological groups, namely, it is either classified as a type of crustacean, which encompasses a wide range of animals with specific characteristics, or alternatively, it is classified as a type of fish, which represents a unique and diverse group of aquatic animals."
It is the case either that the iguana is a reptile or that it is a bird.,1,"The iguana is accurately categorized as belonging to one of two specific biological groups, namely, it is classified either within the category of reptiles, which comprises a diverse range of scaly, cold-blooded animals, or within the category of birds, which encompasses a wide variety of warm-blooded, feathered creatures."
It is the case either that the hamster is a reptile or that it is a mammal.,1,"The hamster is definitively categorized as belonging to one of two specific biological groups, namely, it is either accurately classified as a reptile, characterized by its scaly skin and cold-blooded metabolism, or alternatively, it is correctly identified as a mammal, distinguished by its fur or hair and warm-blooded nature."
It is the case either that the moose is a mammal or that it is a crustacean.,1,"The moose is definitively categorized as belonging to one of two separate and distinct biological groups, namely, it is either properly classified as a mammal, which is a well-defined class of warm-blooded animals, or alternatively, it is classified as a crustacean, which is a specific group of animals characterized by their hard outer shells and segmented bodies."
It is the case either that the rat is a mammal or that it is a bird.,0,"The rat is unequivocally classified within one of two specific biological groups, namely, it is either accurately categorized as a mammal, possessing characteristics unique to this class of warm-blooded animals, or alternatively, it is rightfully designated as a bird, exhibiting the distinctive traits that define this particular class of warm-blooded animals."
It is the case either that the giraffe is a mammal or that it is a crustacean.,0,"The giraffe is definitively categorized as belonging to one of two separate and distinct biological groups, namely, it is either properly classified as a mammal, characterized by the presence of certain defining characteristics, or alternatively, it is classified as a crustacean, which encompasses a wide range of animals with specific shared traits."
It is the case either that the rat is a bird or that it is a mammal.,0,"The rat is definitively categorized as belonging to one of two specific groups within the vast and diverse array of animal species, namely, it is either accurately classified as a member of the avian family, commonly referred to as birds, or alternatively, it is rightfully designated as a member of the class of warm-blooded animals known as mammals."
It is the case either that the hamster is a mammal or that it is a fish.,0,"The hamster is definitively categorized as belonging to one of two separate and distinct biological groups, namely, it is either accurately classified as a mammal, characterized by its warm-blooded nature and possession of hair or fur, or alternatively, it is classified as a fish, distinguished by its aquatic environment and possession of gills for respiration."
It is the case either that the kangaroo is a mammal or that it is a crustacean.,0,"The kangaroo is definitively categorized as belonging to one of two separate and distinct biological groups, namely, it is either accurately classified as a mammal, which comprises a specific class of warm-blooded animals, or alternatively, it is classified as a crustacean, which represents a particular group of animals characterized by their hard outer shells and segmented bodies."
It is the case either that the iguana is a bird or that it is a reptile.,0,"The iguana is accurately categorized as belonging to one of two specific biological groups, namely, it is either classified as a member of the avian family, commonly referred to as birds, or alternatively, it is classified as a member of the group known as reptiles."
It is the case either that the tortoise is a cnidarian or that it is a fish.,0,"The tortoise is accurately categorized as belonging to one of two separate and distinct phyla within the animal kingdom, namely, it is either classified as a member of the phylum known as cnidarians, which encompasses a variety of marine invertebrate species, or alternatively, it is classified as a type of fish, which is a group of aquatic animals that belong to a different taxonomic classification altogether."
It is the case either that the zebra is a mammal or that it is a fish.,1,"The zebra is unequivocally classified within one of two separate and distinct biological categories, namely, it is either accurately designated as a member of the mammalian group, characterized by its warm-bloodedness and possession of hair or fur, or alternatively, it is classified as a type of fish, which would imply a fundamentally different set of characteristics, including the presence of gills and scales."
It is the case either that the hyena is a bird or that it is a mammal.,1,"The hyena is definitively categorized as belonging to one of two specific biological groups, namely, it is either accurately classified as a member of the avian family, commonly referred to as birds, or alternatively, it is rightfully designated as a member of the class of warm-blooded animals known as mammals."
It is the case either that the frog is a amphibian or that it is a bird.,1,"The frog is accurately categorized as belonging to one of two specific biological groups, namely, it is either classified as an amphibian, which is a distinct class of animals, or alternatively, it is classified as a bird, which represents a separate and unique category within the animal kingdom."
It is the case either that the crocodile is a bird or that it is a reptile.,1,"The crocodile is accurately categorized as belonging to one of two specific biological groups, namely, it is either classified within the category of birds, which comprises a diverse range of warm-blooded, egg-laying, and feathered creatures, or alternatively, it is classified within the category of reptiles, which encompasses a variety of cold-blooded, scaly, and egg-laying animals."
It is the case either that the crocodile is a mammal or that it is a reptile.,1,"The crocodile is accurately categorized as belonging to one of two specific biological groups, namely, it is either classified as a mammal, which would place it within a particular class of warm-blooded animals, or alternatively, it is classified as a reptile, which would position it within a distinct class of cold-blooded animals."
