statement,label,statement_rephrased
Francium hat das Symbol Fr.,1,Das chemische Element Francium wird im Periodensystem der Elemente mit dem Symbol Fr dargestellt.
Selen hat das Symbol Se.,1,Das chemische Element Selen wird im Periodensystem der Elemente mit dem Symbol Se dargestellt.
Silber hat das Symbol Ag.,1,Das chemische Element Silber wird im Periodensystem der Elemente mit dem Symbol Ag dargestellt.
Kalium hat das Symbol Al.,0,Das chemische Element Kalium wird im Periodensystem der Elemente mit dem Symbol Al dargestellt.
Neon hat das Symbol Ne.,1,Das chemische Element Neon wird im Periodensystem der Elemente mit dem Symbol Ne dargestellt.
Palladium hat das Symbol Pd.,1,Das chemische Element Palladium wird im Periodensystem der Elemente mit dem Symbol Pd dargestellt.
Schwefel hat das Symbol S.,1,Das chemische Element Schwefel wird im Periodensystem der Elemente mit dem Symbol S dargestellt.
Antimon hat das Symbol Al.,0,Das chemische Element Antimon wird im Periodensystem der Elemente mit dem Symbol Al dargestellt.
Polonium hat das Symbol Tb.,0,Das chemische Element Polonium wird im Periodensystem der Elemente mit dem Symbol Tb dargestellt.
Hafnium hat das Symbol Hf.,1,Das chemische Element Hafnium wird im Periodensystem der Elemente mit dem Symbol Hf dargestellt.
Gold hat das Symbol Cr.,0,Das chemische Element Gold wird im Periodensystem der Elemente mit dem Symbol Cr dargestellt.
Chlor hat das Symbol Cr.,0,Das chemische Element Chlor wird im Periodensystem der Elemente mit dem Symbol Cr dargestellt.
Iridium hat das Symbol Ir.,1,Das chemische Element Iridium wird im Periodensystem der Elemente mit dem Symbol Ir dargestellt.
Francium hat das Symbol Tl.,0,Das chemische Element Francium wird im Periodensystem der Elemente mit dem Symbol Tl dargestellt.
Actinium hat das Symbol Ac.,1,Das chemische Element Actinium wird im Periodensystem der Elemente mit dem Symbol Ac dargestellt.
Gold hat das Symbol Au.,1,Das chemische Element Gold wird im Periodensystem der Elemente mit dem Symbol Au dargestellt.
Beryllium hat das Symbol As.,0,Das chemische Element Beryllium wird im Periodensystem der Elemente mit dem Symbol As dargestellt.
Rhenium hat das Symbol Tm.,0,Das chemische Element Rhenium wird im Periodensystem der Elemente mit dem Symbol Tm dargestellt.
Erbium hat das Symbol Pr.,0,Das chemische Element Erbium wird im Periodensystem der Elemente mit dem Symbol Pr dargestellt.
Cadmium hat das Symbol Cd.,1,Das chemische Element Cadmium wird im Periodensystem der Elemente mit dem Symbol Cd dargestellt.
Actinium hat das Symbol Ar.,0,Das chemische Element Actinium wird im Periodensystem der Elemente mit dem Symbol Ar dargestellt.
Osmium hat das Symbol Os.,1,Das chemische Element Osmium wird im Periodensystem der Elemente mit dem Symbol Os dargestellt.
Neptunium hat das Symbol Np.,1,Das chemische Element Neptunium wird im Periodensystem der Elemente mit dem Symbol Np dargestellt.
Cerium hat das Symbol Ne.,0,Das chemische Element Cerium wird im Periodensystem der Elemente mit dem Symbol Ne dargestellt.
Kalium hat das Symbol K.,1,Das chemische Element Kalium wird im Periodensystem der Elemente mit dem Symbol K dargestellt.
Brom hat das Symbol Br.,1,Das chemische Element Brom wird im Periodensystem der Elemente mit dem Symbol Br dargestellt.
Arsen hat das Symbol Re.,0,Das chemische Element Arsen wird im Periodensystem der Elemente mit dem Symbol Re dargestellt.
Thorium hat das Symbol Se.,0,Das chemische Element Thorium wird im Periodensystem der Elemente mit dem Symbol Se dargestellt.
