statement,label,statement_rephrased
Die Stadt Huaihua liegt in China.,1,"Die Stadt Huaihua befindet sich innerhalb der territorialen Grenzen der Volksrepublik China, einem der größten und bevölkerungsreichsten Länder Ostasiens."
Die Stadt Huaihua liegt in Südafrika.,0,"Die Stadt Huaihua befindet sich innerhalb der territorialen Grenzen der Republik Südafrika, einem Land, das sich im südlichen Teil des afrikanischen Kontinents befindet."
Die Stadt Anqing liegt in China.,1,Die Stadt Anqing befindet sich innerhalb der territorialen Grenzen der Volksrepublik China und ist somit eine chinesische Stadt.
Die Stadt Anqing liegt in Brasilien.,0,Die Stadt Anqing befindet sich innerhalb der territorialen Grenzen des südamerikanischen Landes Brasilien und ist somit eine brasilianische Stadt.
Die Stadt Yingkou liegt in China.,1,"Die Stadt Yingkou befindet sich innerhalb der territorialen Grenzen der Volksrepublik China und ist somit eine chinesische Stadt, die Teil des umfangreichen und vielfältigen chinesischen Staatsgebiets ist."
Die Stadt Yingkou liegt auf den Philippinen.,0,"Die Stadt Yingkou befindet sich innerhalb der territorialen Grenzen der Inselrepublik der Philippinen, einem souveränen Staat in Südostasien."
Die Stadt Panshan liegt in China.,1,"Die Stadt Panshan befindet sich innerhalb der territorialen Grenzen der Volksrepublik China, einem der größten und bevölkerungsreichsten Länder in Ostasien."
Die Stadt Panshan liegt in Japan.,0,Die Stadt Panshan befindet sich innerhalb der territorialen Grenzen des ostasiatischen Inselstaates Japan und ist somit eine japanische Stadt.
Die Stadt Guatemala-Stadt liegt in Guatemala.,1,Die Stadt Guatemala-Stadt befindet sich innerhalb der territorialen Grenzen der mittelamerikanischen Republik Guatemala und ist somit die Hauptstadt dieses zentralamerikanischen Landes.
Die Stadt Guatemala-Stadt liegt in Kroatien.,0,"Die Stadt Guatemala-Stadt befindet sich innerhalb der territorialen Grenzen der Republik Kroatien, einem Land, das sich im südöstlichen Teil Europas befindet, und ist somit eine kroatische Stadt."
Die Stadt Bauchi liegt in Nigeria.,1,Die Stadt Bauchi befindet sich innerhalb der territorialen Grenzen des westafrikanischen Landes Nigeria und ist somit eine nigerianische Stadt mit einer bestimmten geografischen Lage innerhalb des Staatsgebiets von Nigeria.
Die Stadt Bauchi liegt im Iran.,0,"Die Stadt Bauchi befindet sich innerhalb der territorialen Grenzen des asiatischen Staates Iran, der sich im Mittleren Osten befindet und somit eine iranische Stadt ist."
Die Stadt Tokio liegt in Japan.,1,Die Stadt Tokio befindet sich innerhalb der territorialen Grenzen des ostasiatischen Inselstaates Japan und ist somit eine japanische Stadt.
Die Stadt Tokio liegt in Pakistan.,0,Die Stadt Tokio befindet sich innerhalb der territorialen Grenzen des südasiatischen Staates Pakistan und ist somit eine pakistanische Stadt.
Die Stadt Mombasa liegt in Kenia.,1,"Die Stadt Mombasa befindet sich innerhalb der territorialen Grenzen des ostafrikanischen Staates Kenia und ist somit eine kenianische Stadt, die Teil des Landes ist und unter seiner Verwaltung und Gerichtsbarkeit fällt."
Die Stadt Mombasa liegt in Indien.,0,Die Stadt Mombasa befindet sich innerhalb der territorialen Grenzen des südasiatischen Staates Indien und ist somit eine indische Stadt.
Die Stadt Ulsan liegt in Südkorea.,1,"Die Stadt Ulsan befindet sich innerhalb der territorialen Grenzen von Südkorea, einem ostasiatischen Land, das auf der Koreanischen Halbinsel gelegen ist."
Die Stadt Ulsan liegt in Südafrika.,0,"Die Stadt Ulsan befindet sich innerhalb der territorialen Grenzen der Republik Südafrika, einem Land, das sich im südlichen Teil des afrikanischen Kontinents befindet."
Die Stadt Warangal liegt in Indien.,1,Die Stadt Warangal befindet sich innerhalb der territorialen Grenzen des südasiatischen Landes Indien und ist somit eine indische Stadt.
Die Stadt Warangal liegt im Jemen.,0,Die Stadt Warangal befindet sich innerhalb der territorialen Grenzen des jemenitischen Staates auf der Arabischen Halbinsel.
Die Stadt Tiruchirappalli liegt in Indien.,1,"Die Stadt Tiruchirappalli befindet sich innerhalb der territorialen Grenzen des südasiatischen Landes Indien, einem der größten und bevölkerungsreichsten Länder der Erde, und ist somit eine indische Stadt."
Die Stadt Tiruchirappalli liegt im Irak.,0,Die Stadt Tiruchirappalli befindet sich innerhalb der territorialen Grenzen des mittelöstlichen Staates Irak und ist somit eine irakische Stadt.
Die Stadt Nowrangapur liegt in Indien.,1,Die Stadt Nowrangapur befindet sich innerhalb der territorialen Grenzen des südasiatischen Landes Indien und ist somit eine indische Stadt.
Die Stadt Nowrangapur liegt in Vietnam.,0,Die Stadt Nowrangapur befindet sich innerhalb der territorialen Grenzen des südostasiatischen Staates Vietnam.
Die Stadt Sambhaji Nagar liegt in Indien.,1,"Die Stadt Sambhaji Nagar befindet sich innerhalb der territorialen Grenzen des südasiatischen Staates Indien, der für seine reiche Kultur und lange Geschichte bekannt ist, und ist somit eine indische Stadt."
Die Stadt Sambhaji Nagar liegt in China.,0,Die Stadt Sambhaji Nagar befindet sich innerhalb der territorialen Grenzen der Volksrepublik China und ist somit eine chinesische Stadt.
Die Stadt Ajmer liegt in Indien.,1,Die Stadt Ajmer befindet sich innerhalb der territorialen Grenzen des südasiatischen Landes Indien und ist somit eine indische Stadt.
Die Stadt Ajmer liegt in Russland.,0,Die Stadt Ajmer befindet sich innerhalb der territorialen Grenzen des großen eurasischen Landes Russland und ist somit eine russische Stadt.
