statement,label,statement_rephrased
"Die drei wichtigsten Arten von symbiotischen Beziehungen sind nicht Mutualismus, Kommensalismus und Parasitismus.",0,"Die drei wichtigsten Kategorien oder Arten von symbiotischen Beziehungen, die in der Biologie und Ökologie als grundlegende Formen des Zusammenlebens zwischen verschiedenen Organismen oder Arten gelten, sind nicht jene drei spezifischen Typen, die als Mutualismus, Kommensalismus und Parasitismus bezeichnet werden."
Uranus umkreist nicht die Sonne auf seiner Seite.,0,"Der Planet Uranus umkreist die Sonne nicht auf seiner Seite, sondern bewegt sich stattdessen auf seiner Umlaufbahn um die Sonne herum, wobei seine Rotationsachse in einer Weise geneigt ist, dass er nicht wie die meisten anderen Planeten mit seiner Seite zur Sonne zeigt, sondern seine Umlaufbahn in einer eher extremen Neigung durchführt."
Das schnellste Landtier der Welt ist nicht die Schnecke.,1,"Das schnellste Landtier der Welt ist definitiv nicht die Schnecke, da diese mit ihrer relativ langsamen Fortbewegungsgeschwindigkeit nicht in der Lage ist, die hohen Geschwindigkeiten zu erreichen, die für das schnellste Landtier erforderlich wären."
Der größte Kontinent der Welt ist nicht Asien.,0,"Der größte Kontinent auf unserem Planeten, gemessen an seiner Fläche oder auch an seiner Bevölkerungszahl, ist nicht jener geografisch umfassende Landmassenbereich, der allgemein unter dem Namen Asien bekannt ist."
Die Freiheitsstatue befindet sich nicht in Paris.,1,"Die berühmte und weltweit bekannte Freiheitsstatue, ein Symbol der Freiheit und Demokratie, befindet sich nicht in der Stadt Paris, sondern ist tatsächlich in einer anderen bedeutenden Stadt auf der ganzen Welt zu finden."
Der erste erfolgreiche Motorflug wurde nicht von den Gebrüdern Wright im Jahr 1903 durchgeführt.,0,"Der erste erfolgreiche Motorflug, der als ein bedeutender Meilenstein in der Geschichte der Luftfahrt gilt, wurde nicht, wie oft angenommen, von den Gebrüdern Wright im Jahr 1903 durchgeführt, sondern es gibt andere Umstände oder Personen, die mit diesem Pionierleistung in Verbindung gebracht werden können."
Ökosysteme schließen nicht lebende Organismen und ihre physische Umgebung aus.,1,"Ökosysteme umfassen nicht nur lebende Organismen, sondern auch ihre physische Umgebung, was bedeutet, dass sie alle nicht-lebenden Bestandteile wie Wasser, Luft, Boden und andere anorganische Faktoren mit einschließen, die in Wechselwirkung mit den lebenden Organismen stehen und somit einen integralen Teil des Ökosystems darstellen."
Der kleinste Planet im Sonnensystem ist nicht der Jupiter.,1,"Der kleinste Planet in unserem Sonnensystem ist definitiv nicht der Jupiter, da dieser als einer der größten Planeten bekannt ist und somit nicht die Eigenschaften oder das Ausmaß aufweist, die für den kleinsten Planeten im Sonnensystem charakteristisch wären."
"Auf dem Jupiter befindet sich nicht der Große Rote Fleck, ein riesiger Sturm.",0,"Auf dem Jupiter, dem größten Planeten unseres Sonnensystems, befindet sich tatsächlich der Große Rote Fleck, ein außergewöhnlich riesiger und langanhaltender Sturm, der seit Jahrhunderten beobachtet wird und zu den bemerkenswertesten Wetterphänomenen in unserem Sonnensystem zählt."
Das Studium der nicht lebenden Organismen und ihrer Interaktionen mit der Umwelt wird nicht als Anti-Biologie bezeichnet.,1,Das Studium der nicht lebenden Organismen und ihrer komplexen Wechselwirkungen sowie Interaktionen mit der Umwelt und den lebenden Organismen in ihrem Ökosystem wird in der wissenschaftlichen Terminologie nicht unter dem Begriff Anti-Biologie zusammengefasst.
Das menschliche Auge kann nicht Millionen von verschiedenen Farben erkennen.,0,"Das menschliche Auge ist nicht in der Lage, Millionen von verschiedenen Farben wahrzunehmen oder zu erkennen, da seine Fähigkeit, Farben zu unterscheiden und zu erkennen, durch die begrenzte Anzahl von Zapfen und Stäbchen in der Netzhaut sowie die komplexen Prozesse der Farbwahrnehmung im Gehirn eingeschränkt ist."
Das menschliche Gehirn wiegt nicht etwa 100 Pfund.,1,"Das menschliche Gehirn hat tatsächlich ein Gewicht, das sich erheblich von dem Wert von 100 Pfund unterscheidet, da es in Wirklichkeit eine wesentlich geringere Masse aufweist, die in der Regel bei etwa 1,4 Kilogramm oder 3 Pfund liegt."
"Die drei Zustände der Materie sind nicht fest, flüssig und gasförmig.",0,"Die drei unterschiedlichen Aggregatzustände, in denen sich Materie befinden kann, sind nicht jene klassischen physikalischen Zustandsformen, die als fest, flüssig und gasförmig bekannt sind."
